FSCSKEY,ClusterNumber_Service,ClusterNumber_Staff,ClusterNumber_Finance,ClusterNumber_Collection
IL0114,VeryLarge_4,VeryLarge_3,VeryLarge_3,VeryLarge_3
IL0115,Medium_6,Medium_1,Medium_4,Medium_4
IL0116,VeryLarge_1,VeryLarge_1,VeryLarge_1,VeryLarge_2
IL0117,Small_8,Small_3,Small_4,Small_4
IL0119,Small_4,Small_2,Small_1,Small_8
IL0120,Small_3,Small_1,Small_2,Small_3
IL0121,Medium_4,Medium_1,Medium_3,Medium_7
IL0123,Large_1,Large_7,Large_5,Large_7
IL0124,Medium_4,Medium_4,Medium_3,Medium_7
IL0125,VeryLarge_4,VeryLarge_1,VeryLarge_2,VeryLarge_7
IL0126,Small_4,Small_1,Small_2,Small_8
IL0128,Small_1,Small_1,Small_5,Small_4
IL0129,VeryLarge_4,VeryLarge_3,VeryLarge_3,VeryLarge_3
IL0130,VeryLarge_4,VeryLarge_1,VeryLarge_2,VeryLarge_2
IL0131,Medium_6,Medium_4,Medium_1,Medium_4
IL0132,VeryLarge_4,VeryLarge_2,VeryLarge_2,VeryLarge_7
IL0133,Small_1,Small_3,Small_4,Small_7
IL0134,Large_6,Large_6,Large_4,Large_8
IL0135,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_3
IL0136,Small_4,Small_2,Small_5,Small_8
IL0137,Medium_4,Medium_4,Medium_3,Medium_4
IL0138,VeryLarge_4,VeryLarge_1,VeryLarge_2,VeryLarge_2
IL0139,VeryLarge_4,VeryLarge_4,VeryLarge_2,VeryLarge_7
IL0140,Small_1,Small_2,Small_1,Small_8
IL0141,Large_1,Large_3,Large_3,Large_7
IL0142,Small_4,Small_4,Small_2,Small_8
IL0143,Large_1,Large_2,Large_2,Large_7
IL0144,Small_4,Small_2,Small_2,Small_7
IL0145,VeryLarge_4,VeryLarge_1,VeryLarge_2,VeryLarge_2
IL0146,VeryLarge_2,VeryLarge_1,VeryLarge_2,VeryLarge_3
IL0147,Medium_2,Medium_7,Medium_4,Medium_4
IL0148,Medium_4,Medium_1,Medium_3,Medium_7
IL0149,Medium_4,Medium_3,Medium_1,Medium_4
IL0150,Medium_4,Medium_6,Medium_3,Medium_7
IL0151,Large_4,Large_2,Large_1,Large_7
IL0152,Medium_4,Medium_6,Medium_1,Medium_4
IL0153,Large_1,Large_4,Large_3,Large_7
IL0154,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_4
IL0155,Large_7,Large_7,Large_5,Large_2
IL0156,Large_7,Large_4,Large_2,Large_7
IL0157,Large_8,Large_6,Large_4,Large_8
IL0158,VeryLarge_4,VeryLarge_1,VeryLarge_2,VeryLarge_2
IL0159,Large_7,Large_5,Large_2,Large_3
IL0160,Medium_6,Medium_1,Medium_1,Medium_4
IL0161,Small_4,Small_1,Small_1,Small_8
IL0162,Large_8,Large_6,Large_4,Large_8
IL0163,Small_1,Small_1,Small_1,Small_7
IL0164,Medium_1,Medium_3,Medium_3,Medium_7
IL0165,Large_1,Large_5,Large_2,Large_7
IL0166,VeryLarge_1,VeryLarge_1,VeryLarge_2,VeryLarge_2
IL0167,Medium_1,Medium_4,Medium_3,Medium_7
IL0168,Large_6,Large_7,Large_5,Large_2
IL0169,Medium_6,Medium_6,Medium_1,Medium_4
IL0170,Medium_1,Medium_6,Medium_3,Medium_4
IL0171,Medium_8,Medium_2,Medium_4,Medium_4
IL0172,VeryLarge_4,VeryLarge_1,VeryLarge_2,VeryLarge_7
IL0173,Small_2,Small_4,Small_2,Small_8
IL0174,Large_2,Large_7,Large_2,Large_2
IL0175,Medium_6,Medium_4,Medium_1,Medium_7
IL0176,Medium_10,Medium_4,Medium_3,Medium_4
IL0177,Small_4,Small_1,Small_2,Small_8
IL0178,Large_1,Large_2,Large_2,Large_7
IL0179,Small_4,Small_1,Small_1,Small_7
IL0180,Medium_6,Medium_1,Medium_1,Medium_4
IL0181,Medium_4,Medium_4,Medium_1,Medium_4
IL0182,Medium_2,Medium_5,Medium_2,Medium_5
IL0183,Large_7,Large_7,Large_5,Large_2
IL0184,Large_2,Large_7,Large_5,Large_2
IL0185,Small_9,Small_6,Small_4,Small_7
IL0186,Small_9,Small_1,Small_1,Small_7
IL0187,Medium_6,Medium_1,Medium_4,Medium_4
IL0188,Large_1,Large_5,Large_2,Large_1
IL0189,VeryLarge_4,VeryLarge_1,VeryLarge_1,VeryLarge_7
IL0190,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_4
IL0191,Medium_6,Medium_2,Medium_4,Medium_4
IL0192,VeryLarge_2,VeryLarge_2,VeryLarge_3,VeryLarge_3
IL0193,Small_9,Small_6,Small_4,Small_7
IL0194,Large_2,Large_7,Large_5,Large_2
IL0195,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_4
IL0196,VeryLarge_4,VeryLarge_1,VeryLarge_2,VeryLarge_3
IL0197,VeryLarge_1,VeryLarge_4,VeryLarge_1,VeryLarge_7
IL0198,Medium_6,Medium_7,Medium_4,Medium_4
IL0199,VeryLarge_4,VeryLarge_3,VeryLarge_3,VeryLarge_4
IL0200,Medium_4,Medium_4,Medium_4,Medium_4
IL0201,Large_1,Large_2,Large_3,Large_7
IL0202,VeryLarge_2,VeryLarge_1,VeryLarge_2,VeryLarge_2
IL0203,Medium_6,Medium_6,Medium_4,Medium_7
IL0204,Medium_1,Medium_1,Medium_3,Medium_7
IL0205,Medium_6,Medium_4,Medium_1,Medium_4
IL0206,Medium_1,Medium_1,Medium_3,Medium_7
IL0207,Medium_4,Medium_6,Medium_3,Medium_7
IL0208,Small_1,Small_1,Small_1,Small_4
IL0209,VeryLarge_4,VeryLarge_1,VeryLarge_2,VeryLarge_7
IL0210,Medium_2,Medium_5,Medium_5,Medium_5
IL0211,VeryLarge_2,VeryLarge_1,VeryLarge_2,VeryLarge_3
IL0212,VeryLarge_4,VeryLarge_4,VeryLarge_2,VeryLarge_2
IL0213,Large_2,Large_4,Large_5,Large_7
IL0214,Small_4,Small_2,Small_1,Small_7
IL0216,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_4
IL0217,VeryLarge_4,VeryLarge_3,VeryLarge_3,VeryLarge_3
IL0218,Small_4,Small_2,Small_1,Small_8
IL0219,VeryLarge_3,VeryLarge_2,VeryLarge_2,VeryLarge_2
IL0220,Small_1,Small_6,Small_1,Small_8
IL0221,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_4
IL0222,Small_4,Small_2,Small_2,Small_8
IL0223,Small_1,Small_5,Small_1,Small_7
IL0224,Medium_4,Medium_6,Medium_1,Medium_4
IL0225,Small_5,Small_3,Small_4,Small_7
IL0226,Small_1,Small_3,Small_5,Small_7
IL0227,Medium_4,Medium_1,Medium_3,Medium_7
IL0228,Small_4,Small_2,Small_1,Small_7
IL0229,Large_2,Large_1,Large_3,Large_1
IL0230,Small_7,Small_3,Small_4,Small_4
IL0231,Medium_6,Medium_7,Medium_4,Medium_4
IL0232,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_4
IL0233,Medium_4,Medium_7,Medium_4,Medium_4
IL0234,VeryLarge_4,VeryLarge_2,VeryLarge_2,VeryLarge_7
IL0236,Medium_7,Medium_4,Medium_1,Medium_4
IL0237,Small_9,Small_6,Small_4,Small_7
IL0238,Small_4,Small_4,Small_2,Small_7
IL0239,Large_3,Large_1,Large_1,Large_1
IL0240,Medium_5,Medium_6,Medium_1,Medium_4
IL0241,Medium_2,Medium_1,Medium_4,Medium_2
IL0242,VeryLarge_2,VeryLarge_1,VeryLarge_2,VeryLarge_2
IL0243,Medium_5,Medium_1,Medium_4,Medium_4
IL0244,Medium_4,Medium_4,Medium_3,Medium_4
IL0245,Medium_10,Medium_5,Medium_2,Medium_5
IL0246,Large_6,Large_6,Large_4,Large_2
IL0247,Small_8,Small_7,Small_3,Small_4
IL0248,Small_4,Small_1,Small_1,Small_4
IL0249,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_4
IL0250,Medium_1,Medium_3,Medium_3,Medium_7
IL0251,Large_6,Large_6,Large_5,Large_2
IL0252,Medium_8,Medium_2,Medium_1,Medium_4
IL0253,Large_9,Large_2,Large_2,Large_7
IL0254,Small_9,Small_3,Small_4,Small_7
IL0255,VeryLarge_1,VeryLarge_1,VeryLarge_2,VeryLarge_2
IL0256,Medium_10,Medium_5,Medium_2,Medium_5
IL0257,Large_1,Large_5,Large_3,Large_2
IL0258,Medium_10,Medium_7,Medium_2,Medium_2
IL0259,Large_5,Large_2,Large_2,Large_7
IL0260,Medium_1,Medium_3,Medium_3,Medium_7
IL0261,VeryLarge_5,VeryLarge_1,VeryLarge_2,VeryLarge_7
IL0262,Small_4,Small_4,Small_2,Small_8
IL0263,Large_1,Large_3,Large_3,Large_1
IL0264,Small_6,Small_3,Small_5,Small_4
IL0265,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_4
IL0266,Small_4,Small_2,Small_2,Small_8
IL0267,Large_2,Large_4,Large_2,Large_7
IL0268,Small_1,Small_1,Small_1,Small_7
IL0269,Medium_1,Medium_3,Medium_3,Medium_7
IL0270,Small_9,Small_3,Small_1,Small_4
IL0271,Small_1,Small_1,Small_1,Small_7
IL0272,Small_2,Small_4,Small_2,Small_3
IL0273,Large_6,Large_6,Large_4,Large_2
IL0274,Large_7,Large_7,Large_5,Large_2
IL0275,Small_4,Small_1,Small_1,Small_7
IL0276,Medium_3,Medium_5,Medium_2,Medium_4
IL0277,Large_6,Large_6,Large_4,Large_8
IL0278,VeryLarge_4,VeryLarge_2,VeryLarge_2,VeryLarge_3
IL0279,Small_1,Small_3,Small_5,Small_7
IL0280,Medium_7,Medium_4,Medium_3,Medium_2
IL0281,Small_7,Small_2,Small_1,Small_7
IL0282,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
IL0283,Medium_3,Medium_1,Medium_4,Medium_4
IL0284,Large_3,Large_2,Large_1,Large_1
IL0285,Medium_4,Medium_3,Medium_3,Medium_7
IL0286,Large_1,Large_7,Large_5,Large_3
IL0287,Medium_4,Medium_4,Medium_3,Medium_7
IL0288,Medium_4,Medium_6,Medium_3,Medium_7
IL0289,Medium_7,Medium_4,Medium_1,Medium_4
IL0290,Large_9,Large_4,Large_3,Large_7
IL0292,VeryLarge_3,VeryLarge_1,VeryLarge_2,VeryLarge_3
IL0293,Medium_5,Medium_4,Medium_4,Medium_2
IL0294,Small_4,Small_2,Small_1,Small_8
IL0295,VeryLarge_3,VeryLarge_1,VeryLarge_2,VeryLarge_3
IL0296,Small_4,Small_2,Small_2,Small_8
